Temps final: 8640000
4.97009,5.12724,5.44156,5.75587,6.07018,6.38449,6.6988,7.01312,7.32743,7.64174,7.95605,8.27036,8.58468,8.89899,9.2133,9.52761,9.84192,10.1562,10.4705,10.7849,11.0992,11.4135,11.7278,12.0421,12.3564,12.6707,12.985,13.2994,13.6137,13.928,14.2423,14.5566,14.8709,15.1852,15.4995,15.8139,16.1282,16.4425,16.7568,17.0711,17.3854,17.6997,18.014,18.3283,18.6427,18.957,19.2713,19.5856,19.8999,20.2142,20.5285,20.8428,21,
